Timestamp,Name:,Roll Number:,Department,What is your sleeping pattern?,What is your study habit preference?,What kind of sleeping environment do you prefer?,What is your food preference?,Are you comfortable sharing a room with someone with a different food habit?,Do you consider yourself more of an:,Do you have any health conditions or allergies your roommate should know? (If no enter 'Nil'),How open are you to adjusting if you don’t get roomate of similar choice?
10/16/2025 02:09:00,Lokesh P,24CHE598,Chemistry,After 12 AM,I prefer studying in silence,Complete darkness,Vegetarian,Yes,Ambivert,NIL,Very flexible
10/09/2025 20:38:00,Sathya Narayanan,24EEE427,EEE,After 12 AM,I prefer studying in silence,Complete darkness,Non-Vegetarian,Yes,Extrovert,None,Very flexible
10/19/2025 10:13:00,Kishore R,24BIO779,Biotechnology,10 PM – 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Ambivert,NIL,Somewhat flexible
10/10/2025 10:35:00,Dharanesh,24PHY723,Physics,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Introvert,Asthma,Very flexible
10/15/2025 22:05:00,Vimal Raj,24PHY554,Physics,10 PM – 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Extrovert,No,Somewhat flexible
10/11/2025 17:17:00,Vignesh R,24EEE887,EEE,Before 10 PM,I prefer group study,Okay with some noise,Non-Vegetarian,No,Ambivert,Asthma,Somewhat flexible
10/05/2025 06:46:00,Saravanan M,24ECE368,ECE,10 PM – 12 AM,I’m okay with mild background noise/music,Complete silence,Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/12/2025 17:11:00,Deepak S,24BIO389,Biotechnology,After 12 AM,I prefer group study,Complete darkness,Non-Vegetarian,Yes,Ambivert,None,Very flexible
10/19/2025 13:23:00,Vijay Anand,24AIM986,AIML,10 PM – 12 AM,I prefer group study,"Flexible, can adjust",Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/13/2025 09:50:00,Jagadeesh,24AIM247,AIML,After 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",No preference,Yes,Ambivert,Dust allergy,Somewhat flexible
10/04/2025 13:50:00,Pandi Kumar,24CSE560,CSE,Before 10 PM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,No,Ambivert,None,Very flexible
10/02/2025 01:07:00,Arun Kumar,24IT976,IT,After 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/07/2025 23:52:00,Surya Narayanan,24EEE650,EEE,Before 10 PM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/16/2025 04:20:00,Saravanan M,24ECE530,ECE,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/18/2025 07:29:00,Praveen Kumar,24BIO514,Biotechnology,After 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/03/2025 13:12:00,Sundar P,24PHY613,Physics,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/21/2025 17:03:00,Sanjay Kumar,24BIO422,Biotechnology,10 PM – 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Extrovert,Nil,Very flexible
10/13/2025 08:23:00,Kishore R,24PHY782,Physics,10 PM – 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,None,Very flexible
10/18/2025 07:31:00,Sundar P,24CHE885,Chemistry,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Non-Vegetarian,No,Introvert,NIL,Somewhat flexible
10/19/2025 01:57:00,Harish G,24PHY440,Physics,10 PM – 12 AM,I’m okay with mild background noise/music,Complete silence,Vegan,Yes,Ambivert,NIL,Very flexible
10/17/2025 02:51:00,Manikandan S,24PHY437,Physics,After 12 AM,I’m okay with mild background noise/music,Complete darkness,Vegan,Yes,Introvert,Nil,Very flexible
10/17/2025 10:20:00,Bala Subramani,24EEE552,EEE,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/09/2025 20:47:00,Balaji D,24AIM679,AIML,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",No preference,Yes,Extrovert,No,Somewhat flexible
10/12/2025 22:06:00,Balamurugan,24CHE818,Chemistry,10 PM – 12 AM,I prefer group study,Complete darkness,Non-Vegetarian,No,Ambivert,Nil,Very flexible
10/01/2025 21:52:00,Nandhakumar,24EEE794,EEE,After 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Dust allergy,Somewhat flexible
10/03/2025 07:03:00,Aravind K,24PHY897,Physics,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Introvert,NIL,Very flexible
10/16/2025 03:58:00,Vasanth Kumar,24PHY600,Physics,After 12 AM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/06/2025 09:29:00,Naveen Raj,24IT121,IT,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,None,Somewhat flexible
10/17/2025 19:51:00,Prasanna Kumar,24IT433,IT,10 PM – 12 AM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Ambivert,NIL,Not flexible
10/18/2025 11:13:00,Jagadeesh,24ECE421,ECE,Before 10 PM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,No,Very flexible
10/20/2025 13:47:00,Ashok Kumar,24AIM912,AIML,Before 10 PM,I prefer group study,"Flexible, can adjust",Vegetarian,No,Ambivert,NIL,Somewhat flexible
10/08/2025 03:10:00,Saravanan M,24AIM666,AIML,After 12 AM,I prefer group study,Okay with some noise,No preference,Yes,Ambivert,Diabetes,Somewhat flexible
10/06/2025 18:39:00,Vignesh R,24MEC438,Mechanical,Before 10 PM,I prefer studying in silence,Complete darkness,No preference,Yes,Extrovert,No,Somewhat flexible
10/02/2025 23:11:00,Selvakumar R,24MEC224,Mechatronics,After 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,No,Introvert,Diabetes,Very flexible
10/05/2025 00:35:00,Surya Narayanan,24MEC447,Mechatronics,10 PM – 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,None,Very flexible
10/08/2025 15:09:00,Naveen Raj,24AIM511,AIML,10 PM – 12 AM,I prefer group study,Complete darkness,Vegetarian,Yes,Introvert,Dust allergy,Very flexible
10/21/2025 04:15:00,Ramesh V,24IT220,IT,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/02/2025 21:39:00,Selvakumar R,24MEC621,Mechanical,10 PM – 12 AM,I prefer group study,"Complete silence, Complete darkness",Vegan,Yes,Ambivert,Diabetes,Very flexible
10/16/2025 07:04:00,Lokesh P,24CHE460,Chemistry,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/02/2025 22:28:00,Ranjith Kumar,24CHE287,Chemistry,10 PM – 12 AM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,Nil,Very flexible
10/01/2025 12:12:00,Ajay Kumar,24AIM529,AIML,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,No,Ambivert,Nil,Somewhat flexible
10/16/2025 19:14:00,Arunkumar L,24IT312,IT,Before 10 PM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Introvert,No,Very flexible
10/09/2025 14:30:00,Tharun Raj,24MEC537,Mechatronics,Before 10 PM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,No,Ambivert,Nil,Somewhat flexible
10/03/2025 01:51:00,Sivakumar P,24IT637,IT,Before 10 PM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Dust allergy,Very flexible
10/17/2025 10:59:00,Aravind Raj,24AIM957,AIML,After 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/11/2025 08:02:00,Prasanna Kumar,24AIM452,AIML,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Introvert,None,Somewhat flexible
10/17/2025 16:21:00,Prem Kumar,24MEC273,Mechanical,After 12 AM,I prefer studying in silence,"Flexible, can adjust",No preference,No,Introvert,Asthma,Very flexible
10/03/2025 08:47:00,Krishna Raj,24AIM286,AIML,10 PM – 12 AM,I prefer group study,"Flexible, can adjust",No preference,Yes,Ambivert,No,Very flexible
10/01/2025 20:32:00,Manikandan S,24IT543,IT,After 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Introvert,Asthma,Very flexible
10/14/2025 11:54:00,Arunkumar L,24AIM805,AIML,After 12 AM,I prefer group study,Complete darkness,Vegan,Yes,Ambivert,NIL,Somewhat flexible
10/18/2025 14:04:00,Praveen Kumar,24MEC767,Mechanical,Before 10 PM,I’m okay with mild background noise/music,Complete darkness,No preference,No,Ambivert,Asthma,Somewhat flexible
10/13/2025 23:23:00,Ranjith Kumar,24MEC819,Mechatronics,10 PM – 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Extrovert,Asthma,Somewhat flexible
10/16/2025 00:42:00,Muthukumar S,24BIO344,Biotechnology,10 PM – 12 AM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,No,Ambivert,Nil,Somewhat flexible
10/16/2025 05:34:00,Ashok Kumar,24IT322,IT,Before 10 PM,I’m okay with mild background noise/music,Okay with some noise,No preference,Yes,Extrovert,Diabetes,Somewhat flexible
10/09/2025 21:40:00,Kumaravel S,24EEE547,EEE,After 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,NIL,Very flexible
10/19/2025 06:20:00,Varun Kumar,24EEE466,EEE,10 PM – 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,Diabetes,Somewhat flexible
10/21/2025 10:02:00,Vijay Anand,24IT284,IT,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Extrovert,Asthma,Very flexible
10/17/2025 02:48:00,Vijay Anand,24EEE352,EEE,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,No,Ambivert,Dust allergy,Very flexible
10/13/2025 08:04:00,Yuvaraj,24CHE333,Chemistry,After 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Introvert,Asthma,Very flexible
10/16/2025 01:55:00,Balamurugan,24AIM761,AIML,After 12 AM,I prefer group study,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/07/2025 03:39:00,Sanjay Kumar,24EEE763,EEE,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,NIL,Very flexible
10/12/2025 19:50:00,Sivakumar P,24ECE804,ECE,Before 10 PM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/13/2025 04:07:00,Harish G,24MEC321,Mechanical,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",No preference,Yes,Ambivert,Diabetes,Very flexible
10/18/2025 00:00:00,Vinoth Kumar,24CHE544,Chemistry,Before 10 PM,I prefer group study,Complete darkness,No preference,Yes,Ambivert,Nil,Very flexible
10/18/2025 20:25:00,Vinoth Kumar,24AIM352,AIML,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Non-Vegetarian,No,Ambivert,Dust allergy,Somewhat flexible
10/18/2025 09:12:00,Sivakumar P,24ECE104,ECE,After 12 AM,I prefer group study,"Flexible, can adjust",No preference,No,Extrovert,Dust allergy,Not flexible
10/20/2025 02:23:00,Suresh Babu,24CHE766,Chemistry,Before 10 PM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,NIL,Somewhat flexible
10/19/2025 22:38:00,Vijay Kumar,24ECE434,ECE,Before 10 PM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/18/2025 14:55:00,Kumaravel S,24EIE297,EIE,10 PM – 12 AM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Ambivert,No,Somewhat flexible
10/04/2025 09:23:00,Manikandan S,24EEE300,EEE,10 PM – 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Dust allergy,Not flexible
10/14/2025 08:49:00,Aravind K,24MEC783,Mechatronics,After 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Extrovert,Asthma,Somewhat flexible
10/12/2025 03:00:00,Vignesh R,24IT169,IT,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Vegetarian,Yes,Introvert,NIL,Very flexible
10/19/2025 16:36:00,Siva Prakash,24CHE533,Chemistry,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Introvert,No,Somewhat flexible
10/12/2025 20:21:00,Jagadeesh,24AIM415,AIML,Before 10 PM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Diabetes,Not flexible
10/10/2025 23:57:00,Sivaranjan,24PHY469,Physics,After 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,No,Ambivert,None,Somewhat flexible
10/19/2025 00:53:00,Krishna Raj,24MEC589,Mechanical,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",No preference,Yes,Introvert,Nil,Very flexible
10/11/2025 12:21:00,Ganesh Kumar,24AIM749,AIML,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/08/2025 14:56:00,Krishna Raj,24IT250,IT,10 PM – 12 AM,I prefer group study,"Complete silence, Complete darkness",No preference,Yes,Introvert,Dust allergy,Somewhat flexible
10/06/2025 09:13:00,Balaji D,24CSE329,CSE,After 12 AM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Diabetes,Somewhat flexible
10/09/2025 09:25:00,Selvakumar R,24EIE513,EIE,Before 10 PM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Vegetarian,No,Introvert,NIL,Very flexible
10/16/2025 02:48:00,Lokeshwaran,24ECE791,ECE,After 12 AM,I prefer group study,Complete darkness,Vegetarian,Yes,Ambivert,Diabetes,Very flexible
10/13/2025 03:38:00,Prasanna Kumar,24CHE278,Chemistry,10 PM – 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,No,Very flexible
10/04/2025 09:33:00,Manikandan S,24CHE508,Chemistry,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Vegetarian,Yes,Introvert,Asthma,Somewhat flexible
10/05/2025 02:12:00,Madhan Kumar,24MEC651,Mechanical,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/16/2025 21:28:00,Gokul Raj,24AIM132,AIML,After 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Nil,Very flexible
10/07/2025 19:24:00,Saravanan M,24CHE638,Chemistry,10 PM – 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,No,Ambivert,Nil,Not flexible
10/19/2025 19:40:00,Bharath Raj,24EEE851,EEE,Before 10 PM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Introvert,No,Very flexible
10/02/2025 09:04:00,Yogesh Kumar,24MEC379,Mechatronics,10 PM – 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",Vegetarian,No,Ambivert,None,Very flexible
10/21/2025 03:01:00,Harish G,24EEE239,EEE,10 PM – 12 AM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Ambivert,Dust allergy,Very flexible
10/03/2025 15:45:00,Selvakumar R,24ECE910,ECE,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Extrovert,NIL,Somewhat flexible
10/07/2025 18:33:00,Kavin Kumar,24CSE384,CSE,After 12 AM,I prefer studying in silence,"Flexible, can adjust",No preference,Yes,Ambivert,No,Very flexible
10/06/2025 14:51:00,Sathish K,24CHE407,Chemistry,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/11/2025 06:31:00,Ramesh V,24CSE104,CSE,After 12 AM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,No,Ambivert,No,Somewhat flexible
10/16/2025 02:01:00,Balaji D,24CHE466,Chemistry,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust, Okay with some noise",Vegetarian,Yes,Ambivert,Nil,Very flexible
10/03/2025 18:53:00,Murugan A,24MEC470,Mechatronics,After 12 AM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Extrovert,Dust allergy,Somewhat flexible
10/18/2025 00:52:00,Dharanesh,24CHE853,Chemistry,Before 10 PM,I prefer studying in silence,Complete darkness,Non-Vegetarian,No,Ambivert,Diabetes,Somewhat flexible
10/02/2025 00:05:00,Krishna Raj,24PHY745,Physics,10 PM – 12 AM,I prefer group study,"Flexible, can adjust, Okay with some noise",No preference,No,Introvert,Dust allergy,Somewhat flexible
10/05/2025 04:44:00,Nandhakumar,24CSE669,CSE,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,No,Extrovert,No,Very flexible
10/19/2025 06:37:00,Mohan Das,24EEE593,EEE,Before 10 PM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Extrovert,Nil,Very flexible
10/02/2025 09:52:00,Lokesh P,24EEE144,EEE,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/17/2025 10:23:00,Vimal Raj,24MEC887,Mechanical,After 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,None,Very flexible
10/03/2025 15:11:00,Murugan A,24PHY985,Physics,Before 10 PM,I prefer group study,"Flexible, can adjust",Vegetarian,Yes,Extrovert,No,Very flexible
10/17/2025 04:47:00,Mohanraj K,24BIO861,Biotechnology,10 PM – 12 AM,I prefer group study,Okay with some noise,Non-Vegetarian,Yes,Introvert,Nil,Somewhat flexible
10/19/2025 19:36:00,Ragul Raj,24IT181,IT,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Non-Vegetarian,No,Introvert,Asthma,Very flexible
10/16/2025 03:49:00,Ashok Kumar,24CHE965,Chemistry,Before 10 PM,I prefer group study,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,Asthma,Somewhat flexible
10/12/2025 08:39:00,Dinesh S,24EEE988,EEE,Before 10 PM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,None,Somewhat flexible
10/05/2025 04:26:00,Ajith Kumar,24IT351,IT,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,NIL,Very flexible
10/18/2025 13:37:00,Ashok Kumar,24EEE323,EEE,10 PM – 12 AM,I prefer group study,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,Diabetes,Somewhat flexible
10/19/2025 04:09:00,Kavin Kumar,24CSE358,CSE,10 PM – 12 AM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Introvert,No,Somewhat flexible
10/11/2025 17:17:00,Kumaravel S,24IT375,IT,After 12 AM,I prefer studying in silence,Complete darkness,Non-Vegetarian,Yes,Introvert,Diabetes,Somewhat flexible
10/14/2025 12:12:00,Jagadeesh,24IT437,IT,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Introvert,None,Not flexible
10/03/2025 15:39:00,Bala Subramani,24AIM277,AIML,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,No,Ambivert,None,Very flexible
10/09/2025 03:53:00,Gopi Nath,24MEC104,Mechanical,10 PM – 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/16/2025 08:47:00,Jagadeesh,24CSE406,CSE,Before 10 PM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/07/2025 17:35:00,Prem Kumar,24ECE282,ECE,After 12 AM,I prefer group study,Complete silence,No preference,Yes,Ambivert,NIL,Very flexible
10/02/2025 11:36:00,Kishore R,24CSE890,CSE,10 PM – 12 AM,I’m okay with mild background noise/music,Okay with some noise,No preference,Yes,Extrovert,No,Not flexible
10/19/2025 15:31:00,Krishna Raj,24MEC627,Mechatronics,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,No,Ambivert,No,Somewhat flexible
10/19/2025 02:26:00,Suresh Babu,24IT928,IT,Before 10 PM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Introvert,Asthma,Very flexible
10/10/2025 02:20:00,Bharath Raj,24CHE102,Chemistry,Before 10 PM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Ambivert,No,Very flexible
10/05/2025 06:41:00,Hariharan,24CHE814,Chemistry,10 PM – 12 AM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/20/2025 05:18:00,Santhosh K,24AIM848,AIML,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",No preference,Yes,Ambivert,Asthma,Very flexible
10/17/2025 22:02:00,Saran Raj,24MEC672,Mechanical,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,None,Very flexible
10/20/2025 02:09:00,Jagadeesh,24MEC736,Mechanical,10 PM – 12 AM,I’m okay with mild background noise/music,Complete silence,Non-Vegetarian,No,Ambivert,No,Somewhat flexible
10/19/2025 13:32:00,Pandi Kumar,24MEC453,Mechanical,After 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Vegetarian,Yes,Extrovert,Diabetes,Very flexible
10/10/2025 06:47:00,Aravind K,24CHE816,Chemistry,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,NIL,Very flexible
10/19/2025 20:26:00,Vignesh R,24EIE689,EIE,After 12 AM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Non-Vegetarian,Yes,Introvert,NIL,Somewhat flexible
10/19/2025 21:07:00,Ragul S,24IT115,IT,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/06/2025 04:34:00,Bala Subramani,24CSE536,CSE,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/16/2025 15:23:00,Anbarasan,24EEE599,EEE,Before 10 PM,I’m okay with mild background noise/music,"Flexible, can adjust",Non-Vegetarian,Yes,Ambivert,Asthma,Very flexible
10/21/2025 05:02:00,Vignesh R,24PHY918,Physics,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Vegetarian,Yes,Extrovert,Nil,Somewhat flexible
10/02/2025 17:19:00,Muthukumar S,24AIM999,AIML,Before 10 PM,I prefer group study,"Flexible, can adjust",Vegetarian,Yes,Ambivert,None,Somewhat flexible
10/06/2025 15:05:00,Ranjith Kumar,24PHY150,Physics,After 12 AM,I prefer studying in silence,"Flexible, can adjust",Non-Vegetarian,Yes,Introvert,No,Somewhat flexible
10/12/2025 06:33:00,Vinoth Kumar,24PHY132,Physics,After 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Introvert,Dust allergy,Somewhat flexible
10/14/2025 06:30:00,Balamurugan,24PHY406,Physics,10 PM – 12 AM,I’m okay with mild background noise/music,Okay with some noise,Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/08/2025 09:49:00,Krishna Raj,24PHY420,Physics,After 12 AM,I prefer studying in silence,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Ambivert,Dust allergy,Somewhat flexible
10/14/2025 04:25:00,Ajith Kumar,24IT122,IT,After 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Vegan,Yes,Ambivert,Dust allergy,Somewhat flexible
10/14/2025 20:31:00,Kumaravel S,24CHE609,Chemistry,10 PM – 12 AM,I prefer group study,Okay with some noise,No preference,Yes,Introvert,None,Very flexible
10/14/2025 14:47:00,Rajeshwaran,24CSE425,CSE,10 PM – 12 AM,I prefer studying in silence,"Flexible, can adjust, Okay with some noise",Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/15/2025 00:22:00,Sathish Kumar,24ECE311,ECE,Before 10 PM,I prefer studying in silence,Complete silence,Vegetarian,No,Introvert,No,Somewhat flexible
10/01/2025 23:49:00,Selvakumar R,24AIM552,AIML,After 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,Yes,Extrovert,Dust allergy,Very flexible
10/03/2025 11:54:00,Sanjay Kumar,24CHE583,Chemistry,After 12 AM,I’m okay with mild background noise/music,Complete darkness,Non-Vegetarian,Yes,Introvert,Diabetes,Very flexible
10/19/2025 00:01:00,Praveen Kumar,24PHY116,Physics,Before 10 PM,I prefer studying in silence,Complete silence,Non-Vegetarian,Yes,Ambivert,Nil,Somewhat flexible
10/15/2025 04:31:00,Kavin Kumar,24ECE798,ECE,After 12 AM,I prefer group study,Complete silence,Non-Vegetarian,Yes,Introvert,Asthma,Very flexible
10/08/2025 04:51:00,Gopi Nath,24EIE808,EIE,Before 10 PM,I’m okay with mild background noise/music,"Complete silence, Okay with some light, Complete darkness",Vegetarian,Yes,Ambivert,NIL,Somewhat flexible
10/14/2025 11:37:00,Ranjith Kumar,24MEC836,Mechanical,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,None,Very flexible
10/10/2025 16:32:00,Kamalakannan,24IT153,IT,10 PM – 12 AM,I prefer studying in silence,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Ambivert,Asthma,Somewhat flexible
10/17/2025 22:15:00,Lokesh P,24CSE336,CSE,Before 10 PM,I prefer group study,Okay with some noise,No preference,Yes,Ambivert,None,Somewhat flexible
10/21/2025 16:02:00,Vinoth Kumar,24MEC790,Mechatronics,10 PM – 12 AM,I’m okay with mild background noise/music,"Complete silence, Complete darkness",Non-Vegetarian,Yes,Introvert,Nil,Somewhat flexible
10/19/2025 13:22:00,Varun Kumar,24EEE851,EEE,10 PM – 12 AM,I prefer studying in silence,Okay with some noise,Non-Vegetarian,No,Introvert,Nil,Very flexible
